Alloy ID,Alloy ,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,W,C,Mg,Zn,Si,Re,N,Sc,Li,Sn,Be,Num_of_Elem,Density_calc,dHmix,dSmix,dGmix,Tm,n.Para,Atom.Size.Diff,Elect.Diff,VEC,Sythesis_Route,Hot-Cold_Working,Homogenization_Temp,Homogenization_Time,Annealing_Temp,Annealing_Time_(min),HPR,Microstructure_,Multiphase,IM_Structure,Microstructure,Phases,References
Alloy 0704,CoFeNi,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.54,-1.33,9.13,466.7847,1769,12.12,0.75,0.03,9,AC,CW,1200,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0705,CoFeNi,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.54,-1.33,9.13,466.7847,1769,12.12,0.75,0.03,9,AC,CW,1200,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0706,CoFeNi,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.54,-1.33,9.13,466.7847,1769,12.12,0.75,0.03,9,AC,CW,1200,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0707,CoFeNi,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.54,-1.33,9.13,466.7847,1769,12.12,0.75,0.03,9,AC,CW,1200,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0708,FeMnNi,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.037856306,-4.444444444,9.134370237,372.3099592,1411,3.461321168,3.928542706,0.154344492,8.333333333,AC,CW,1100,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0709,FeMnNi,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.037856306,-4.444444444,9.134370237,372.3099592,1411,3.461321168,3.928542706,0.154344492,8.333333333,AC,CW,1100,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0710,FeMnNi,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.037856306,-4.444444444,9.134370237,372.3099592,1411,3.461321168,3.928542706,0.154344492,8.333333333,AC,CW,1100,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0711,FeMnNi,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.037856306,-4.444444444,9.134370237,372.3099592,1411,3.461321168,3.928542706,0.154344492,8.333333333,AC,CW,1100,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0712,FeMnNi,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.037856306,-4.444444444,9.134370237,372.3099592,1411,3.461321168,3.928542706,0.154344492,8.333333333,AC,CW,1100,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0713,CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.17,-3.75,11.53,489.4027225,1871.75,5.75,1.03,0.1,8.25,AC,CW,1200,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0714,CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.17,-3.75,11.53,489.4027225,1871.75,5.75,1.03,0.1,8.25,AC,CW,1200,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0715,CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.17,-3.75,11.53,489.4027225,1871.75,5.75,1.03,0.1,8.25,AC,CW,1200,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0716,CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.17,-3.75,11.53,489.4027225,1871.75,5.75,1.03,0.1,8.25,AC,CW,1200,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0717,CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.17,-3.75,11.53,489.4027225,1871.75,5.75,1.03,0.1,8.25,AC,CW,1200,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0718,CoFeMnNi,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.26,-4,11.53,446.194555,1706.5,4.92,0.66,0.14,8.5,AC,CW,1100,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0719,CoFeMnNi,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.26,-4,11.53,446.194555,1706.5,4.92,0.66,0.14,8.5,AC,CW,1100,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0720,CoFeMnNi,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.26,-4,11.53,446.194555,1706.5,4.92,0.66,0.14,8.5,AC,CW,1100,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0721,CoFeMnNi,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.26,-4,11.53,446.194555,1706.5,4.92,0.66,0.14,8.5,AC,CW,1100,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0722,CoFeMnNi,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.26,-4,11.53,446.194555,1706.5,4.92,0.66,0.14,8.5,AC,CW,1100,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0723,CoCrMnNi,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.065458132,-5.5,11.52629192,395.4734835,1512.5,3.74216785,3.446992938,0.150499169,8,AC,CW,1100,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0724,CoCrMnNi,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.065458132,-5.5,11.52629192,395.4734835,1512.5,3.74216785,3.446992938,0.150499169,8,AC,CW,1100,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0725,CoCrMnNi,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.065458132,-5.5,11.52629192,395.4734835,1512.5,3.74216785,3.446992938,0.150499169,8,AC,CW,1100,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0726,CoCrMnNi,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.065458132,-5.5,11.52629192,395.4734835,1512.5,3.74216785,3.446992938,0.150499169,8,AC,CW,1100,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0727,CoCrMnNi,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.065458132,-5.5,11.52629192,395.4734835,1512.5,3.74216785,3.446992938,0.150499169,8,AC,CW,1100,1440,1000,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0728,CoCrMoNbTi0.4,0,0.227272727,0.227272727,0,0,0,0,0.090909091,0,0.227272727,0.227272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.327142669,-12.76859504,13.01133249,541.0069404,2080.935735,2.398838096,6.235777745,0.224942601,6.272727273,AC,,,,,,,BCC1 + BCC2,D,,BCC,BCC_SS,10.1007/s11661-018-4472-z
Alloy 0729,CoCrMoNbTi0.4,0,0.227272727,0.227272727,0,0,0,0,0.090909091,0,0.227272727,0.227272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.327142669,-12.76859504,13.01133249,541.0069404,2080.935735,2.398838096,6.235777745,0.224942601,6.272727273,AC,,,,800,1200,,BCC1 + BCC2 + Laves,Im,"(Co,Cr)2Nb-type Laves",BCC + Im,Im,10.1007/s11661-018-4472-z
Alloy 0730,CoCrMoNbTi0.4,0,0.227272727,0.227272727,0,0,0,0,0.090909091,0,0.227272727,0.227272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.327142669,-12.76859504,13.01133249,541.0069404,2080.935735,2.398838096,6.235777745,0.224942601,6.272727273,AC,,,,1000,1200,,BCC1 + BCC2 + Laves,Im,"(Co,Cr)2Nb-type Laves",BCC + Im,Im,10.1007/s11661-018-4472-z
Alloy 0731,CoCrMoNbTi0.4,0,0.227272727,0.227272727,0,0,0,0,0.090909091,0,0.227272727,0.227272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.327142669,-12.76859504,13.01133249,541.0069404,2080.935735,2.398838096,6.235777745,0.224942601,6.272727273,AC,,,,1200,1200,,BCC1 + BCC2 + Laves,Im,"(Co,Cr)2Nb-type Laves",BCC + Im,Im,10.1007/s11661-018-4472-z
Alloy 0732,CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.03,-4.16,13.38,467.623384,1801.2,5.79,0.92,0.14,8,AC,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.msea.2019.03.057
Alloy 0733,CoCrFeMnNiNbC,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0.142857143,0,0,0.142857143,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,7,7.541513395,-38.20408163,16.17919618,417.8988372,1627.348856,0.804849705,15.89918052,0.31244918,7,AC,,1200,1440,,,,FCC,S,,FCC,FCC_SS,10.1016/j.msea.2019.03.057
Alloy 0734,CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.03,-4.16,13.38,467.623384,1801.2,5.79,0.92,0.14,8,AC,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.msea.2019.03.057
Alloy 0735,CoCrFeMnNiNbC,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0.142857143,0,0,0.142857143,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,7,7.541513395,-38.20408163,16.17919618,417.8988372,1627.348856,0.804849705,15.89918052,0.31244918,7,AC,,1200,1440,,,,FCC,S,,FCC,FCC_SS,10.1016/j.msea.2019.03.057
Alloy 0736,CoCrFeNiNb0.25,0,0.235294118,0.235294118,0.235294118,0.235294118,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.220116521,-7.640138408,12.70837022,421.4119843,1619.028721,3.147391633,3.422566258,0.107142824,8.058823529,AC,,,,,,,FCC + Im,Im,(CrFe)(CoNi)Nb-type Laves,FCC + Im,Im,10.1016/j.jallcom.2016.01.153
Alloy 0737,CoCrFeNiNb0.25,0,0.235294118,0.235294118,0.235294118,0.235294118,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.220116521,-7.640138408,12.70837022,421.4119843,1619.028721,3.147391633,3.422566258,0.107142824,8.058823529,AC,,,,750,10080,,FCC + Im,Im,(CrFe)(CoNi)Nb-type Laves,FCC + Im,Im,10.1016/j.jallcom.2016.01.153
Alloy 0738,CoCrCuFeNi,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.33,3.2,13.38,459.257999,1768.95,7.4,1.07,0.09,8.8,AC,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.intermet.2006.08.005
Alloy 0739,CoCrMoNbTi,0,0.2,0.2,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.790279977,-13.44,13.38161053,529.1503242,2038.236834,2.301345118,6.534212985,0.227191549,6,AC,,,,,,Ti0,BCC + Laves,Im,Cr2Nb,BCC + Im,Im,10.1007/s11665-017-2799-z
Alloy 0740,CoCrMoNbTi0.2,0,0.238095238,0.238095238,0,0,0,0,0.047619048,0,0.238095238,0.238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.547804774,-12.33560091,12.56917544,546.2139225,2097.394804,2.415431057,6.049819476,0.222844933,6.380952381,AC,,,,,,Ti0.2,BCC + Laves,Im,Cr2Nb,BCC + Im,Im,10.1007/s11665-017-2799-z
Alloy 0741,CoCrMoNbTi0.4,0,0.227272727,0.227272727,0,0,0,0,0.090909091,0,0.227272727,0.227272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.327142669,-12.76859504,13.01133249,541.0069404,2080.935735,2.398838096,6.235777745,0.224942601,6.272727273,AC,,,,,,Ti0.4,BCC,S,,BCC,BCC_SS,10.1007/s11665-017-2799-z
Alloy 0742,CoCrMoNbTi0.5,0,0.222222222,0.222222222,0,0,0,0,0.111111111,0,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.225679421,-12.9382716,13.14594406,538.7066514,2073.162136,2.383972839,6.308580241,0.225684145,6.222222222,AC,,,,,,Ti0.5,BCC + Laves,Im,Cr2Nb,BCC + Im,Im,10.1007/s11665-017-2799-z
Alloy 0743,CoCrMoNbTi1.0,0,0.2,0.2,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.790279977,-13.44,13.38161053,529.1503242,2038.236834,2.301345118,6.534212985,0.227191549,6,AC,,,,,,Ti1.0,BCC + Laves,Im,Cr2Nb + Co2Ti,BCC + Im,Im,10.1007/s11665-017-2799-z
Alloy 0744,AlCoCrFeNiC1.5,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0,0,0,0,0,0,0,0,0,0,0.230769231,0,0,0,0,0,0,0,0,0,6,6.571528178,-15.38461538,14.78505343,376.5450366,1458.32155,1.66399346,5.146767188,0.122759205,6.692307692,AC,,,,,,,BCC + Im,Im,eta + graphite,BCC + Im,Im,10.1016/j.jallcom.2010.10.047
Alloy 0745,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.992100479,-9.798,10.87153784,343.5855689,1310.79,1.757487614,5.351956687,0.148163558,7.38,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.intermet.2016.06.001
Alloy 0746,Fe36Ni18Mn33Al13Ti2,0.12745098,0,0,0.352941176,0.176470588,0,0.323529412,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.924875452,-10.87543253,11.46079052,341.2440474,1304.794503,1.662875602,5.55053626,0.148891199,7.31372549,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.intermet.2016.06.001
Alloy 0747,Fe36Ni18Mn33Al13Ti2,0.12745098,0,0,0.352941176,0.176470588,0,0.323529412,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.924875452,-10.87543253,11.46079052,341.2440474,1304.794503,1.662875602,5.55053626,0.148891199,7.31372549,AC,,,,550,1440,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.intermet.2016.06.001
Alloy 0748,Fe36Ni18Mn33Al13Ti4,0.125,0,0,0.346153846,0.173076923,0,0.317307692,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.861238055,-11.8635355,11.80885555,342.0813631,1309.742822,1.575597147,5.723897154,0.149505967,7.25,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.intermet.2016.06.001
Alloy 0749,Fe36Ni18Mn33Al13Ti4,0.125,0,0,0.346153846,0.173076923,0,0.317307692,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.861238055,-11.8635355,11.80885555,342.0813631,1309.742822,1.575597147,5.723897154,0.149505967,7.25,AC,,,,550,1440,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.intermet.2016.06.001
Alloy 0750,Fe36Ni18Mn33Al13Ti4,0.125,0,0,0.346153846,0.173076923,0,0.317307692,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.861238055,-11.8635355,11.80885555,342.0813631,1309.742822,1.575597147,5.723897154,0.149505967,7.25,AC,,,,900,1200,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.intermet.2016.06.001
Alloy 0751,Fe36Ni18Mn33Al13Ti6,0.12745098,0,0,0.352941176,0.176470588,0,0.323529412,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.800908559,-12.77002492,12.06471769,343.0010535,1314.555167,1.500013878,5.87601992,0.150019935,7.188679245,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.intermet.2016.06.001
Alloy 0752,Fe36Ni18Mn33Al13Ti6,0.12745098,0,0,0.352941176,0.176470588,0,0.323529412,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.800908559,-12.77002492,12.06471769,343.0010535,1314.555167,1.500013878,5.87601992,0.150019935,7.188679245,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.intermet.2016.06.001
Alloy 0753,Fe36Ni18Mn33Al13Ti2,0.12745098,0,0,0.352941176,0.176470588,0,0.323529412,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.924875452,-10.87543253,11.46079052,341.2440474,1304.794503,1.662875602,5.55053626,0.148891199,7.31372549,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.intermet.2016.06.001
Alloy 0754,Fe30Ni20Mn35Al15,0.15,0,0,0.3,0.2,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.870634339,-11.33,11.10051501,336.7521228,1285.85,1.527423027,5.423557397,0.150847605,7.3,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0755,Fe33Ni19Mn34Al14,0.14,0,0,0.33,0.19,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.931149464,-10.56,11.00376389,340.1443933,1298.32,1.637508034,5.393118654,0.149570585,7.34,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0756,Fe29Ni19Mn38Al14,0.14,0,0,0.29,0.19,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.915332266,-10.9216,10.95397309,337.1689421,1286.72,1.564493664,5.316103858,0.15132746,7.3,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0757,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.992100479,-9.798,10.87153784,343.5855689,1310.79,1.757487614,5.351956687,0.148163558,7.38,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0758,Fe31Ni18Mn38Al13,0.13,0,0,0.31,0.18,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.972144563,-10.222,10.84738881,339.8155864,1296.29,1.66545939,5.270017825,0.150637446,7.33,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0759,Fe33Ni17Mn38Al12,0.12,0,0,0.33,0.17,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.029321233,-9.5192,10.71904514,342.4926885,1305.86,1.778035914,5.218919898,0.149931184,7.36,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0760,Fe34Ni16Mn39Al11,0.11,0,0,0.34,0.16,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.082812618,-8.8868,10.55966527,344.4519257,1312.53,1.884170909,5.146793324,0.149598262,7.38,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0761,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.992100479,-9.798,10.87153784,343.5855689,1310.79,1.757487614,5.351956687,0.148163558,7.38,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0762,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.992100479,-9.798,10.87153784,343.5855689,1310.79,1.757487614,5.351956687,0.148163558,7.38,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0763,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.992100479,-9.798,10.87153784,343.5855689,1310.79,1.757487614,5.351956687,0.148163558,7.38,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0764,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.992100479,-9.798,10.87153784,343.5855689,1310.79,1.757487614,5.351956687,0.148163558,7.38,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0765,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.992100479,-9.798,10.87153784,343.5855689,1310.79,1.757487614,5.351956687,0.148163558,7.38,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0766,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.992100479,-9.798,10.87153784,343.5855689,1310.79,1.757487614,5.351956687,0.148163558,7.38,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0767,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.992100479,-9.798,10.87153784,343.5855689,1310.79,1.757487614,5.351956687,0.148163558,7.38,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0768,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.992100479,-9.798,10.87153784,343.5855689,1310.79,1.757487614,5.351956687,0.148163558,7.38,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0769,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.992100479,-9.798,10.87153784,343.5855689,1310.79,1.757487614,5.351956687,0.148163558,7.38,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0770,Al0.3CrFe1.5MnNi,0.0625,0,0.208333333,0.3125,0.208333333,0,0.208333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.385875928,-6.553819444,12.61433915,373.8084995,1435.620733,3.288923924,4.546837188,0.135874227,7.479166667,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1007/s12598-014-0224-4
Alloy 0771,Al0.3CrFe1.5MnNi0.5Ti0.2,0.066666667,0,0.222222222,0.333333333,0.111111111,0,0.222222222,0.044444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.059399185,-7.674074074,13.28429997,374.3305458,1441.338432,2.96788621,5.397076994,0.132053861,7.044444444,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1007/s12598-014-0224-4
Alloy 0772,Al0.3CrFe1.5MnNi0.5Si0.2,0.066666667,0,0.222222222,0.333333333,0.111111111,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,6,6.88018626,-11.35604938,13.28429997,372.1206087,1432.843547,1.995670259,5.066482224,0.132134611,7.044444444,AC,,,,,,,BCC + Im,Im,Cr3Si + Al2Fe3Si4,BCC + Im,Im,10.1007/s12598-014-0224-4
Alloy 0773,Al25Ti25Ni25Cu25,0.25,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.758848377,-23.25,11.52629192,317.4058316,1214,0.737261292,6.924399486,0.166883193,7,AC,,,,25,30,,FCC,S,,FCC,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0774,Al25Ti25Ni25Cu25,0.25,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.758848377,-23.25,11.52629192,317.4058316,1214,0.737261292,6.924399486,0.166883193,7,AC,,,,500,30,,FCC,S,,FCC,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0775,Al25Ti25Ni25Cu25,0.25,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.758848377,-23.25,11.52629192,317.4058316,1214,0.737261292,6.924399486,0.166883193,7,AC,,,,700,30,,FCC,S,,FCC,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0776,Al25Ti25Ni25Cu25,0.25,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.758848377,-23.25,11.52629192,317.4058316,1214,0.737261292,6.924399486,0.166883193,7,AC,,,,900,30,,FCC,S,,FCC,FCC_SS,10.1016/j.apsusc.2015.07.207
